job_title,job_company,job_location,job_time,job_antiquity,job_type,job_url,job_sector,job_role
Python Developer ( remoto),Fegma Recritment,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 1 semana,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-remoto-at-fegma-recritment-2328725079?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=XL9RZoUJTu90a9OmsQ%2BsQQ%3D%3D&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Python/ Django developer,CL SELECT- Consultoria en RRHH,"Córdoba, Córdoba, Argentina",Hace 2 meses,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-django-developer-at-cl-select-consultoria-en-rrhh-2288282482?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=XqPU6gdSIuvzGK9UbFU8Ww%3D%3D&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
100% Remote Python/django/Flask,Super7ui,Buenos Aires y alrededores,Hace 1 día,No corresponde,Contrato por obra,https://ar.linkedin.com/jobs/view/100%25-remote-python-django-flask-at-super7ui-2336575354?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=7dnWlfikS9VYK2CNrekXAQ%3D%3D&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,,Software
Python-Entwickler,MIR MEDIA,"Provincia de Buenos Aires, Argentina",Hace 19 horas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-entwickler-at-mir-media-2319391704?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=vCxD02S91KKT7SAjOsZGFg%3D%3D&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Internet,Ingeniería
Python Developer,Onapsis Inc.,Argentina,Hace 3 semanas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-onapsis-inc-2286316152?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=ZIByivsrAxcAL%2BG7BwFJLQ%3D%3D&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Seguridad del ordenador y de las redes,Ingeniería
Python Developer,Tiendanube,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-tiendanube-2299615827?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=BjNvKpZ%2B%2FBgp8CxbnApXXQ%3D%3D&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Marketing y publicidad,Ingeniería
Python Developer,Globant,"Corrientes, Corrientes, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-globant-2273002574?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=fJ2yMGonE3IXLKDUb2qsiw%3D%3D&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Desarrollador Python ,gA,"Zárate, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/desarrollador-python-at-ga-2218901444?refId=8bcdc8ba-6d97-46b5-8708-71c6856ce231&trackingId=UN9wyUb%2BBgdWWxaxKMwj8Q%3D%3D&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Consultoría de estrategia y operaciones,Tecnología de la información
Jr. Developer,Avature,"La Plata, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/jr-developer-at-avature-2323570941?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=pIUxaWrfLDRRzhclKkTNKg%3D%3D&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Consultor/a Junior para Evaluación de Riesgos Financieros,EY,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 semanas,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/consultor-a-junior-para-evaluaci%C3%B3n-de-riesgos-financieros-at-ey-2322529987?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=siJfIXUYV6HvoPDCyQOhPw%3D%3D&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Contabilidad,Educación
Backend Python Developer,Nubi,"Vicente López, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/backend-python-developer-at-nubi-2292017858?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=9vsQSQDP7crZxv1Ul3WysQ%3D%3D&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Technical Solutions Consultant,Google,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 semanas,No corresponde,Jornada completa,https://ar.linkedin.com/jobs/view/technical-solutions-consultant-at-google-2272639721?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=%2BLfeqQz5L0YPPaYq5YekiA%3D%3D&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicio de información,Tecnología de la información
PYTHON DEV,Staffrh Consultoria en RRHH / IT,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-dev-at-staffrh-consultoria-en-rrhh-it-2288286333?refId=0cb4cb89-b2db-415f-a88c-2104bdddeafe&trackingId=txCSwUZSyDzGuFLSCkJjhg%3D%3D&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Otro
Desarrolladora / Desarrollador de Software Backend para IT BOOTCAMP,Mercado Libre,Argentina,Hace 1 semana,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/desarrolladora-desarrollador-de-software-backend-para-it-bootcamp-at-mercado-libre-2314359497?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=6Tz%2BB8u%2FkjTB30ey8bAj3w%3D%3D&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Internet,Tecnología de la información
Data Scientist,Nestlé,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 días,No corresponde,Jornada completa,https://ar.linkedin.com/jobs/view/data-scientist-at-nestl%C3%A9-2332197504?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=jsUdJ5KiZUPrGAmIhjuSDA%3D%3D&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Artículos de consumo,Análisis
"Lead Python Engineer, Machine Learning",ASAPP,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/lead-python-engineer-machine-learning-at-asapp-2295400332?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=wHLR%2FSZJWSbInsqCM81bGg%3D%3D&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
PYTHON DEV,Staffrh Consultoria en RRHH / IT,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-dev-at-staffrh-consultoria-en-rrhh-it-2288286333?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=cj8am8bO3FEQVkOfJ9CBKg%3D%3D&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Otro
Desarrollador Big Data (Python),TalentPro - Human Resources,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 1 mes,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/desarrollador-big-data-python-at-talentpro-human-resources-2272350171?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=%2FKApl03jnSkR2%2BvRFqwgHA%3D%3D&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Data Scientist Ssr (python/R),Baires HR,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 3 semanas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/data-scientist-ssr-python-r-at-baires-hr-2313387068?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=sl60qs0m%2BhgfXxaB9vpoHg%3D%3D&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Python Developer ( remoto),ZonaJobs,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-remoto-at-zonajobs-2337075452?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=1cpOmLp5GBlmYLOcGu3%2F7A%3D%3D&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Senior Python Engineer,GetWith,Buenos Aires y alrededores,Hace 2 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/senior-python-engineer-at-getwith-2300317917?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=S7ofaNmErt9OG6ocBt05KQ%3D%3D&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Internet,Ingeniería
Python Software Developer,COHLEY,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-software-developer-at-cohley-2287628548?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=QnSVMFgsyqP8%2FHaB8DLWnA%3D%3D&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Marketing y publicidad,Ingeniería
Python/ Django developer,CL SELECT- Consultoria en RRHH,"Córdoba, Córdoba, Argentina",Hace 2 meses,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-django-developer-at-cl-select-consultoria-en-rrhh-2288282482?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=oE6%2BqxXgkCD2BSk3W7jhQQ%3D%3D&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Software Engineering - Python Developer,JPMorgan Chase & Co.,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 días,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/software-engineering-python-developer-at-jpmorgan-chase-co-2318389286?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=T5rTv%2B03AU08sdA%2F7ne1vw%3D%3D&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Banca,Tecnología de la información
Python Developer ( remoto),Fegma Recritment,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 1 semana,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-remoto-at-fegma-recritment-2328725079?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=UoVF0Q8%2FneKbdDXp8uveSA%3D%3D&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
100% Remote Python/django/Flask,Super7ui,Buenos Aires y alrededores,Hace 1 día,No corresponde,Contrato por obra,https://ar.linkedin.com/jobs/view/100%25-remote-python-django-flask-at-super7ui-2336575354?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=3cyFznqg1ewFBlr0HXXTHA%3D%3D&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,,Software
Python Developer,Tiendanube,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-tiendanube-2299615827?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=U6XXcYhAxaOjy6ODcuWndg%3D%3D&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Marketing y publicidad,Ingeniería
Python Developer,Onapsis Inc.,Argentina,Hace 3 semanas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-onapsis-inc-2286316152?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=wmR9CxzmagA%2FHXukz0kfqg%3D%3D&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Seguridad del ordenador y de las redes,Ingeniería
Desarrollador Python Sr.,T-MOB,Buenos Aires y alrededores,Hace 1 semana,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/desarrollador-python-sr-at-t-mob-2314325912?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=l0XYm4FTHVqmp5fpNTq1rA%3D%3D&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Python Developer,Globant,"Corrientes, Corrientes, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-at-globant-2273002574?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=wVVAQrh393r2QwCIyK3ImA%3D%3D&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Python-Entwickler,MIR MEDIA,"Provincia de Buenos Aires, Argentina",Hace 19 horas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/python-entwickler-at-mir-media-2319391704?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=9BiCbvX0DTouG4bc6qA%2BXg%3D%3D&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Internet,Ingeniería
Desarrollador Python ,gA,"Zárate, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/desarrollador-python-at-ga-2218901444?refId=b9821e17-0514-4e71-8519-e5b02ff1e415&trackingId=fXBu%2FE4Ey6y5HBjv5XINOg%3D%3D&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Consultoría de estrategia y operaciones,Tecnología de la información
Backend Python Developer,Nubi,"Vicente López, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/backend-python-developer-at-nubi-2292017858?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=cyOGz5aonEeAyWLdYMchUA%3D%3D&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
"Lead Python Engineer, Machine Learning",ASAPP,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/lead-python-engineer-machine-learning-at-asapp-2295400332?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=ojBlgBiKLWDpHeRCbUKCQA%3D%3D&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
PYTHON DEV,Staffrh Consultoria en RRHH / IT,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 2 meses,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-dev-at-staffrh-consultoria-en-rrhh-it-2288286333?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=f6x0B30flfzEMX2l7djkJw%3D%3D&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Otro
Desarrollador Big Data (Python),TalentPro - Human Resources,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 1 mes,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/desarrollador-big-data-python-at-talentpro-human-resources-2272350171?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=nHZBbq7rsJ00LqABMhLrWw%3D%3D&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Data Scientist Ssr (python/R),Baires HR,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 3 semanas,Intermedio,Jornada completa,https://ar.linkedin.com/jobs/view/data-scientist-ssr-python-r-at-baires-hr-2313387068?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=c3JNn9BzOBOq4A8OKTPp2w%3D%3D&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
Senior Python Engineer,GetWith,Buenos Aires y alrededores,Hace 2 semanas,Algo de responsabilidad,Jornada completa,https://ar.linkedin.com/jobs/view/senior-python-engineer-at-getwith-2300317917?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=bS0lMGzlCin%2FwmDJe58lXQ%3D%3D&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Internet,Ingeniería
Python Developer ( remoto),ZonaJobs,"Buenos Aires, Provincia de Buenos Aires, Argentina",Hace 4 semanas,Sin experiencia,Jornada completa,https://ar.linkedin.com/jobs/view/python-developer-remoto-at-zonajobs-2337075452?refId=733ad350-7e9b-4db2-8806-4383678b27b6&trackingId=9Knl7s4S5ZddwdslTs0jdQ%3D%3D&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Servicios y tecnologías de la información ,Ingeniería
